08-13-2025 19:06:34 RAM 4234/62801MB (lfb 13098x4MB) SWAP 0/31400MB (cached 0MB) CPU [25%@1728,21%@1728,94%@1728,23%@1728,20%@729,31%@729,13%@729,32%@729,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.281C Tboard@38C SOC2@44.875C Tdiode@38.75C SOC0@45.281C CV1@-256C GPU@-256C tj@48.437C SOC1@44.656C CV2@-256C VDD_GPU_SOC 2406mW/2393mW VDD_CPU_CV 2006mW/1742mW VIN_SYS_5V0 3129mW/3084mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/567mW NC 0mW/0mW
08-13-2025 19:06:35 RAM 4287/62801MB (lfb 13088x4MB) SWAP 0/31400MB (cached 0MB) CPU [12%@1728,10%@1728,37%@1728,73%@1728,1%@729,13%@729,14%@729,14%@729,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.343C Tboard@38C SOC2@44.843C Tdiode@39C SOC0@45.468C CV1@-256C GPU@-256C tj@48.343C SOC1@44.625C CV2@-256C VDD_GPU_SOC 2406mW/2393mW VDD_CPU_CV 1604mW/1738mW VIN_SYS_5V0 3028mW/3083mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/568mW NC 0mW/0mW
08-13-2025 19:06:36 RAM 4298/62801MB (lfb 13088x4MB) SWAP 0/31400MB (cached 0MB) CPU [8%@729,19%@729,26%@729,72%@729,51%@1728,27%@1728,27%@1728,28%@1728,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.625C Tboard@38C SOC2@44.843C Tdiode@39C SOC0@45.437C CV1@-256C GPU@-256C tj@48.625C SOC1@44.531C CV2@-256C VDD_GPU_SOC 2406mW/2394mW VDD_CPU_CV 2006mW/1746mW VIN_SYS_5V0 3129mW/3084mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/569mW NC 0mW/0mW
08-13-2025 19:06:37 RAM 4377/62801MB (lfb 13058x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,14%@729,14%@729,14%@729,99%@1728,12%@1728,11%@1728,10%@1728,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.593C Tboard@38C SOC2@44.843C Tdiode@39C SOC0@45.375C CV1@-256C GPU@-256C tj@48.687C SOC1@44.562C CV2@-256C VDD_GPU_SOC 2406mW/2394mW VDD_CPU_CV 1605mW/1742mW VIN_SYS_5V0 3028mW/3082mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/570mW NC 0mW/0mW
08-13-2025 19:06:39 RAM 4377/62801MB (lfb 13058x4MB) SWAP 0/31400MB (cached 0MB) CPU [23%@729,30%@729,29%@729,29%@729,78%@1728,24%@1728,23%@1728,20%@1728,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.468C Tboard@38C SOC2@44.875C Tdiode@39C SOC0@45.468C CV1@-256C GPU@-256C tj@48.468C SOC1@44.531C CV2@-256C VDD_GPU_SOC 2406mW/2394mW VDD_CPU_CV 2006mW/1749mW VIN_SYS_5V0 3129mW/3084mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/571mW NC 0mW/0mW
08-13-2025 19:06:40 RAM 4441/62801MB (lfb 13049x4MB) SWAP 0/31400MB (cached 0MB) CPU [16%@729,15%@729,15%@729,15%@729,1%@1728,98%@1728,11%@1728,14%@1728,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.312C Tboard@38C SOC2@44.843C Tdiode@39C SOC0@45.437C CV1@-256C GPU@-256C tj@48.312C SOC1@44.5C CV2@-256C VDD_GPU_SOC 2406mW/2395mW VDD_CPU_CV 1605mW/1745mW VIN_SYS_5V0 3028mW/3082mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/572mW NC 0mW/0mW
08-13-2025 19:06:41 RAM 4467/62801MB (lfb 13049x4MB) SWAP 0/31400MB (cached 0MB) CPU [25%@729,18%@729,29%@729,29%@729,40%@1728,65%@1728,20%@1728,19%@1728,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.875C Tboard@38C SOC2@44.937C Tdiode@39C SOC0@45.406C CV1@-256C GPU@-256C tj@48.875C SOC1@44.562C CV2@-256C VDD_GPU_SOC 2406mW/2395mW VDD_CPU_CV 2006mW/1752mW VIN_SYS_5V0 3129mW/3083mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/573mW NC 0mW/0mW
08-13-2025 19:06:42 RAM 4519/62801MB (lfb 13030x4MB) SWAP 0/31400MB (cached 0MB) CPU [14%@729,8%@729,13%@729,9%@729,98%@1728,10%@1728,8%@1728,11%@1728,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.562C Tboard@38C SOC2@44.937C Tdiode@39C SOC0@45.343C CV1@-256C GPU@-256C tj@48.562C SOC1@44.5C CV2@-256C VDD_GPU_SOC 2406mW/2395mW VDD_CPU_CV 1605mW/1748mW VIN_SYS_5V0 3129mW/3085mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/573mW NC 0mW/0mW
08-13-2025 19:06:43 RAM 4527/62801MB (lfb 13030x4MB) SWAP 0/31400MB (cached 0MB) CPU [5%@729,32%@729,32%@729,31%@729,45%@1728,24%@1728,73%@1728,25%@1728,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.687C Tboard@38C SOC2@44.937C Tdiode@39C SOC0@45.312C CV1@-256C GPU@-256C tj@48.687C SOC1@44.562C CV2@-256C VDD_GPU_SOC 2406mW/2395mW VDD_CPU_CV 2006mW/1755mW VIN_SYS_5V0 3129mW/3086mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/574mW NC 0mW/0mW
08-13-2025 19:06:44 RAM 4609/62801MB (lfb 13003x4MB) SWAP 0/31400MB (cached 0MB) CPU [12%@729,7%@729,13%@729,13%@729,11%@1728,13%@1728,98%@1728,12%@1728,off,off,off,off] EMC_FREQ 0% GR3D_FREQ 0%@[0] CV0@-256C CPU@48.375C Tboard@38C SOC2@44.843C Tdiode@38.75C SOC0@45.312C CV1@-256C GPU@-256C tj@48.375C SOC1@44.718C CV2@-256C VDD_GPU_SOC 2406mW/2396mW VDD_CPU_CV 1605mW/1751mW VIN_SYS_5V0 3129mW/3087mW NC 0mW/0mW VDDQ_VDD2_1V8AO 605mW/575mW NC 0mW/0mW
